Sing新加坡,#genre#
凤凰资讯test,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641fd7b400080236d5bc536f5d82159c
Kix HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413854d000785b1a59aaa2924fa1aa7
Discovery Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641383f300048101a59561c464b07293
TVB黃金翡翠台维修中,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64206c63000c3a90d801201c5fe2483a
HOY TV HD(香港開電視)维修中,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641022340009a273985f91092cb6113d
TVB粵語片台维修中,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643361c7000d4bee220f05703b541d41
TVB華語劇台维修中,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643361e10003610a220f68773c0b4c78
TVB戲曲台维修中,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64336236000b18a12210b67722665e99
HKS, https://ott-iptv.top/shanxi/hks.php
iQIYI,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=649672870005e0a5a5062d0e1384610b
TW台湾,#genre#
民视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251dd200003544ea55fe1c5eb00e42
民视(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6442f24f00097e845edb5e492842265c
民视新闻台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64c859e10007934267f487ac0fa618e0
公视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251df1000b5a9cea567a0e255d4664
台视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251e0800060844ea56d28a6fad038f
台視财经台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6448a761000bec1a75267316701e7a90
中視新聞,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d016e000643ab0926e0907da252ca
中天新闻,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252571000be01dea73c63b5616781e
壹電視新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642521bd0005dfe9ea654d921969472d
东森新闻,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251f9700046520ea5ce8b85b6c11da
东森财经,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251ff20001f010ea5e4b9002e57212
非凡新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64258e8600060f7eec0e3ebd6c49020e
寰宇新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64295eb60008744efaf37ae07d17520b
TVBS 新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252188000673fcea647eb0397d464d
三立新闻,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251e23000bcd04ea573d7c0f0a002e
年代新聞,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645b2569000acf2fbd624de55e212fb2
三立戏剧三立戲劇,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251e39000ed5bbea579433569b6381
三立綜合台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251e49000e34e7ea57d28a25014df2
三立台湾,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251e5e0003388bea5821c268061bfb
三立都会,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251e7300064780ea587492773a63cc
纬来电影,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251eae0001bef7ea5959e100ae671e
纬来体育,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251ee9000a4e00ea5a428b26ea4156
纬来日本,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251ef6000315a6ea5a737a6efc404a
纬来精彩,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251f020003818bea5aa2750fef31c6
纬来综合,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251f0d000c0b8fea5acf9d13b83665
東森幼幼,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6430b41c0001f3831798d72948126428
東森电影台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64253899000a078deabe99ff587050b0
東森綜合台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64253f6e0002d287ead9482831323a6d
東森戲劇台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251f7a000bc46eea5c79536d5e2a0e
東森洋片,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251f8a0008854aea5cb6fe64e47b4e
八大娛樂台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642520730002bc15ea6043b344e032a5
八大第一,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425207f00050f7aea60732c51b94fad
八大综合,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642520b0000c3261ea61346800d61673
八大戏剧,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642520c1000929efea61760938521b57
八大精彩台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=65435f63000ba94069331ccd6399041b
華視綜合,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642520cd000995d4ea61a5050eb67a8d
民視第一台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642520e900023cc4ea621083588c7092
民视影劇台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425257c000bd861ea73f1315c0e6e14
民視綜藝台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d012300040bf70925bb06321b0b87
TVBS 精采台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642521570001b275ea63be1073931dd1
TVBS,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252174000b39b9ea6431c97b481680
TVBS-G欢乐台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642521950001d9f2ea64b04b059b66dd
TVBS-精彩台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642521a2000c7beaea64e5cc482f669a
靖洋戲劇台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642521b000094942ea651baa457674cb
人间卫视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425224d00048156ea677fb9420534b4
大爱电视,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425225a0002859cea67b1ff6aaf6db6
大爱二台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252264000022beea67d87308e9122e
MOMO親子臺,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425226f000463e1ea68048207b3285f
ELEVEN 体育1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425227b000100c6ea6832842d41783a
ELEVEN 体育2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252292000127feea688c6630d312e7
ELTA体育1台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425229e00024ab4ea68bb9154ab1928
ELTA体育2台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642522b0000a6c14ea6903f615622aab
ELTA体育3台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642522bd000ad1bbea6936d803e32fc0
ELTA体育3台国语,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6433e3220006392724084f1711880c01
博斯魅力,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d395d0004e9950a015dce389f4c91
博斯運動一台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d000d000525a509217d5a62e868e8
博斯網球台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d0029000bd7e70921ec71212f5735
博斯運動二台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d0087000484c5092359c47ee4201a
博斯高球台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d009f000f1f000923ba3b26b667e4
博斯高球二台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d00ae000e846a0923f4ac45c06f09
博斯無限台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d00bf00041ae7092434690ae526c7
ELTA綜合,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642522cd000292e6ea69733b04032ded
國家地理高畫質野生,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642523f2000e0f35ea6deeb16ff816c9
历史频道2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642521e0000042a6ea65d4db3e9d23f9
EYE TV旅遊台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642524030003a5b2ea6e2e6f6efc45a1
探索科学,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425241100084dfbea6e6650539d779f
亚洲旅游台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642520f70001a86dea62470d303d34d3
美食星球,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425252400079076ea72985811e07306
CI 罪案偵查頻道crime,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642520d9000d93c9ea61d4ea78792b01
动物星球animal planet,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425241f00027d03ea6e9b836b853b0b
星衛娱乐台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425242d000d55adea6ed4fa37195f98
愛爾達影劇台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425243c00046a2eea6f0d4964f8022d
Smithsonian Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252459000cfdb2ea6f80c37a14067d
金光布袋戲,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425246600099458ea6fb2ab4398320b
CatchPlay電影台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252479000b7f1aea6ffd6177e3015c
衛視中文 HD Star Chinese,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252507000eefc4ea7228f32f390502
好莱坞电影台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425244f0001184fea6f56a70aca63d2
卫视电影台scm,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642525150008a4ecea725e071929091e
星卫HD电影,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642521030009ef43ea62780c438e2a38
美亚电影台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642525310003ad3cea72ca2155c734c3
卫视HD电影,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425253c0007ee60ea72f6307ae25fdd
JET TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425254d000d3abeea7339f47b5d4bf5
BRAVO中视青采,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642525590004d7f3ea7366ae4aeb3d9d
中天娱乐,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642525670005ee2bea739da573c134b4
中天亚洲,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64254f7e000dfed1eb1809855c5735ce
中天綜合,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d0188000d7c49092747f97ffc7c72
HBO tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f0b0006a17fa58238155813216c
HBO家庭,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f3c000d4a86a582f93235111bc5
HBO强档,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f700008f329a583c3344ddf5dfc
HBO原创,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f970005246ea5845a9326ce6233
Thrill,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=644a0879000272f67a89b6687af342ae
豬哥亮歌廳秀,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d012f00030a3c0925e9a4065b1986
靖天育樂台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d013d0001084409261fd04c0c3c04
龙翔时代电影,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d014b0009f96e092658cb4e1b23ff
Baby First,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d015f000070f00926a47a6a2e7d52
ET综合台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d017d0000a964092719b87e2e3acd
好消息,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d01960008dc0109277d7a4fc40fce
好消息2台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d07140006a38a093cf11414d83398
CNN my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380c6000d7e73a588fc4e012b3240
CNBC my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138101000e328aa589e2f46ee85f3d
ABC Australia my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413811b0006e5f7a58a46a6057a4674
Sky News HD my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381340003e883a58aa78a57c53479
Bloomberg TV my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413814f000a6413a58b12ab52934c96
France 24 my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413816700069158a58b6f7a03cd341c
Euro news my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413817b0003393aa58bbcbf158b6409
FOX NEWS my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413818e000154fca58c067b60210765
BBC News HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641384e7000133cda5991a1b33cb3ea0
DW HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641384f6000cbd09a59957a77daa41a1
Racing跑马,#genre#
有線18台跑马,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f34d0002237a2cf5584a11195950
CH288跑马,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f484000c2b3e2cfa19b55cab3b9b
CH289跑马,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f5040003559d2cfc0b7268db0ab8
SKY Racing 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312837000aebee195e62ed55557fd9
SKY Racing 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312844000ad7b5195e95b069db4ef2
Racingcom HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312852000912ad195ecbec6de2555f
FOX Sports Racing HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312865000d9bbf195f174e5ec83175
Ziggo Sport Racing,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312871000b6954195f459e7c10663c
Dubai Sports 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431287f0003edcc195f7a6369cf47b8
Dubai Sports 2b,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312936000a354e196246d611a14be4
Dubai Racing 3,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312942000933931962757447382f61
Racing UK SPORT(UK),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431294f000b80ba1962a8d376855937
KY SPORTS RACING,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431295b0006afff1962d67737a347d9
test,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f044000117a52ce97ce95ac54bb3
China大陆,#genre#
CCTV-1(a),https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV-2(a),https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
CCTV-3(a),https://node1.olelive.com:6443/live/CCTV3HD/hls.m3u8
CCTV-4(a),https://node1.olelive.com:6443/live/CCTV4HD/hls.m3u8
CCTV-5(a),https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV-6(a),https://node1.olelive.com:6443/live/CCTV6HD/hls.m3u8
CCTV-7(a),https://node1.olelive.com:6443/live/CCTV7HD/hls.m3u8
CCTV-8(a),https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8
CCTV-9(a),https://node1.olelive.com:6443/live/CCTV9HD/hls.m3u8
CCTV-10(a),https://node1.olelive.com:6443/live/CCTV10HD/hls.m3u8
CCTV-11(a),https://node1.olelive.com:6443/live/CCTV11HD/hls.m3u8
CCTV-12(a),https://node1.olelive.com:6443/live/CCTV12HD/hls.m3u8
CCTV-13(a),https://node1.olelive.com:6443/live/CCTV13HD/hls.m3u8
CCTV-14(a),https://node1.olelive.com:6443/live/CCTV14HD/hls.m3u8
CCTV-5+(a),http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-15(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001338/index.m3u8
CCTV-16(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001258/index.m3u8
CCTV-17(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001241/index.m3u8
CGTN英语(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001058/index.m3u8
凤凰中文(a),http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯(a),http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰深圳旁边(a),http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
CHC动作电影(a),http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院(a),http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影(a),http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
内蒙古卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001068/index.m3u8
北京卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001029/index.m3u8
湖南卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001026/index.m3u8
东方卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001013/index.m3u8
四川卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001130/index.m3u8
天津卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001036/index.m3u8
安徽卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001037/index.m3u8
山东卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001028/index.m3u8
广东卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001032/index.m3u8
广西卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001224/index.m3u8
江苏卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001033/index.m3u8
江西卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8
河北卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001229/index.m3u8
河南卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001222/index.m3u8
浙江卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001023/index.m3u8
海南卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8
深圳卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001030/index.m3u8
湖北卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001027/index.m3u8
山西卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001070/index.m3u8
东南卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001201/index.m3u8
贵州卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001184/index.m3u8
辽宁卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001035/index.m3u8
重庆卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001129/index.m3u8
黑龙江卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001031/index.m3u8
宁夏卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001074/index.m3u8
陕西卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001067/index.m3u8
甘肃卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001298/index.m3u8
吉林卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001225/index.m3u8
云南卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001223/index.m3u8
三沙卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001185/index.m3u8
青海卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001082/index.m3u8
新疆卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001065/index.m3u8
西藏卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8
兵团卫视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001066/index.m3u8
厦门卫视(a),http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?fmmv6
中国教育1台(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001020/index.m3u8
中国教育2台(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001226/index.m3u8
中国教育4台(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001348/index.m3u8
北京纪实科教(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001231/index.m3u8
卡酷少儿(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001245/index.m3u8
上海新闻综合(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001014/index.m3u8
上海都市(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001015/index.m3u8
上海ICS外语(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001128/index.m3u8
纪实人文(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001019/index.m3u8
生活时尚(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001199/index.m3u8
七彩戏剧(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001308/index.m3u8
第一财*(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001017/index.m3u8
上海教育(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001268/index.m3u8
五星体育(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001018/index.m3u8
东方影视(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001016/index.m3u8
东方财*(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001318/index.m3u8
欢笑剧场(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001193/index.m3u8
法治天地(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001195/index.m3u8
乐游(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001200/index.m3u8
都市剧场(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001203/index.m3u8
金色学堂(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001194/index.m3u8
哈哈炫动(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001232/index.m3u8
游戏风云(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001192/index.m3u8
海南少儿(a),http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000323/index.m3u8?fmmv6
海南文旅(a),http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000322/index.m3u8?fmmv6
海南公共(a),http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000382/index.m3u8?fmmv6
海南自贸(a),http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?fmmv6
金鹰纪实(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001230/index.m3u8
金鹰卡通(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001098/index.m3u8
茶友频道(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001234/index.m3u8
快乐垂钓(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001235/index.m3u8
广东频道(a),嘉佳卡通(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001227/index.m3u8
兵器科技(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
怀旧剧场(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
世界地理(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
文化精品(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
央视台球(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
央视高网(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
风云剧场(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
第一剧场(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
风云足球(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
电视指南(a),http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
家庭理财(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001278/index.m3u8
财富天下(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001219/index.m3u8
中国天气(a),http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001102/index.m3u8
CCTV1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226635/1.m3u8
CCTV2,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226739/1.m3u8
CCTV3,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226720/1.m3u8
CCTV4,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226725/1.m3u8
CCTV5,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8
CCTV5+,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV6,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV-6高清(b),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv6
CCTV-6(c),http://123.182.146.64:50003/hls/6/index.m3u8
CCTV7,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8
